Chrech we kebʼ pixabʼ riʼ tzuyulik ronojel ri pixabʼ e etzuyulik ri eqʼaxal utzij ri Dyos».	Ch>r>ech we kebʼ pixabʼ riʼ tzuyulik r>onojel ri pixabʼ e e>tzuyulik ri e>qʼaxal u>tzij ri Dyos».
Xiʼnwilaʼ	X>iʼnw>il>aʼ
Kʼo ri Anas, ri nimalaj chuchqajaw, kʼo ri Kaʼifas, ri Jonatan, ri Alejandro e konojel ri winaq che enim taq chuchqajawibʼ.	Kʼo ri Anas, ri nimalaj chuchqajaw, kʼo ri Kaʼifas, ri Jonatan, ri Alejandro e k>onojel ri winaq ch>e e>nim taq chuchqajaw>ibʼ.
Kekʼiy ri amolo chi upam ri mes.	K>e>kʼiy ri amolo chi u>pam ri mes.
Xukachʼ rukʼ le uware	X>u>kachʼ r>ukʼ le u>ware
Jeʼ nakʼut, ekʼo ejujun chik che ekʼo chi rukʼ ri Satanas.	Jeʼ nakʼut, ekʼo e>jujun chik ch>e ekʼo chi r>ukʼ ri Satanas.
Rumal rech, ri areʼ che kbʼix weriʼ puwiʼ, ri areʼ rech jun chik juqʼat, e chrech we juqʼat riʼ, man kʼo ta jun winaq xpatanajik pa ri tabʼal toqʼobʼ.	R>umal rech, ri areʼ ch>e k>bʼix weriʼ p>u>wiʼ, ri areʼ rech jun chik juqʼat, e ch>r>ech we juqʼat riʼ, man kʼo ta jun winaq x>patanaj>ik pa ri tabʼal toqʼobʼ.
Jas xataqchiʼj le akʼal chutijik ?	Jas x>a>taqchiʼ>j le akʼal ch>u>tij>ik ?
Man utz ta riʼ che enikʼaj winaq chik kʼo ronojel jastaq kech, kʼatekʼuriʼ ri ix man kʼo ta chi ijastaq, are rajawaxik che junam ri ijastaq kʼolik.	Man utz ta riʼ ch>e e>nikʼaj winaq chik kʼo r>onojel jastaq k>ech, kʼatekʼuriʼ ri ix man kʼo ta chi i>jastaq, are rajawaxik ch>e junam ri i>jastaq kʼol>ik.
Xoqujeʼ, ri Areʼ xbʼe che ubʼixik ri Tzij, chkech ri ekʼo pa cheʼ,	Xoqujeʼ, ri Areʼ x>bʼe ch>e u>bʼixik ri Tzij, ch>k>ech ri ekʼo pa cheʼ,
Kajuluw ri aqʼaʼl chi uxeʼ ri tʼuʼy.	Ka>juluw ri aqʼaʼl chi u>xeʼ ri tʼuʼy.
Xa jekʼuriʼ, ri Pedro kʼo ikim cho ja, kopan jun umokom ri nim chuchqajaw.	Xa jekʼuriʼ, ri Pedro kʼo ikim cho ja, k>opan jun u>mokom ri nim chuchqajaw.
94. Chirij kan ri junabʼ re ri 1997 wa Iximulew ma tinimit taj ri katoʼ	94. Chi>r>ij kan ri junabʼ r>e ri 1997 wa Iximulew ma tinimit taj ri ka>toʼ
Kaxlaʼn xan ri wachoch.	Kaxlaʼn xan ri w>achoch.
Saq chi kan le ichaj rech katzako	Saq chi kan le ichaj r>ech k>a>tzak>o
Kʼatekʼut, rajawaxik che jun winaq knimanik, man xuwi ta rumal ri xibʼrikil chuwach ri qʼatbʼaltzij, xane xoqujeʼ rumal ri uchomanik pa ranimaʼ.	Kʼatekʼut, rajawaxik ch>e jun winaq k>niman>ik, man xuwi ta r>umal ri xibʼrikil ch>u>wach ri qʼatbʼaltzij, xane xoqujeʼ r>umal ri u>chomanik pa r>animaʼ.
chech areʼ ma kʼo ta jun tinimit kʼo pa kiwiʼ. Waʼ jun noʼj waʼ ri	ch>ech areʼ ma kʼo ta jun tinimit kʼo pa ki>wiʼ. Waʼ jun noʼj waʼ ri
Kopan chuwach ri Pilato, kʼatekʼuriʼ, kuta ri ubʼaqil ri Jesus chrech.	K>opan ch>u>wach ri Pilato, kʼatekʼuriʼ, kut>a ri u>bʼaqil ri Jesus ch>r>ech.
Juwinaq oxibʼ qʼataj.	Juwinaq oxibʼ qʼataj.
Kinwoyʼej katpetik8	K>inw>oyʼe>j k>at>pet>ik8
Kʼatekʼuriʼ, kamik riʼ, pa ri Kristo Jesus, ri ix che ojer naj ix kʼo wiʼ, ri ix chunaqaj chik ix kʼo wi, rumal ri ukikʼel ri Kristo.	Kʼatekʼuriʼ, kamik riʼ, pa ri Kristo Jesus, ri ix ch>e ojer naj ix kʼo wiʼ, ri ix ch>u>naqaj chik ix kʼo wi, r>umal ri u>kikʼel ri Kristo.
Aretaq chiʼ ri areʼ kʼo cho ri mexa pa ja rukʼ ri Mateʼo, sibʼalaj ekʼi eʼajtoqʼinelabʼ e eʼajmakibʼ keʼopan cho ri mexa kukʼ ri Jesus e ri eʼutijoxelabʼ.	Aretaq chiʼ ri areʼ kʼo cho ri mexa pa ja r>ukʼ ri Mateʼo, sibʼalaj ekʼi eʼ>ajtoqʼinel>abʼ e eʼ>ajmak>ibʼ k>eʼ>opan cho ri mexa k>ukʼ ri Jesus e ri eʼ>u>tijoxel>abʼ.
chi, chi ke ri areʼ ri utzij qʼatbʼaltzij.	chi, chi k>e ri areʼ ri u>tzij qʼatbʼaltzij.
Bolivia.	Bolivia.
Kachuqʼchut ri jaʼ chi apam.	Ka>chuqʼchut ri jaʼ chi a>pam.
Kʼatekʼut, nim chi na chuwach weriʼ; ri Rebʼeka yawabʼ ixoq chik rumal xuwi jun achi, che are ri Isaʼak qatat;	Kʼatekʼut, nim chi na ch>u>wach weriʼ; ri Rebʼeka yawabʼ ixoq chik r>umal xuwi jun achi, ch>e are ri Isaʼak qa>tat;
Chom ri a Max.	Chom ri a Max.
Rumal rech che ri umoxil ri Dyos are nim retaʼmabʼal chuwach ri ketaʼmabʼal ri winaq, e ri utuʼqaril ri Dyos are nim uchuqʼabʼ chuwach ri kichuqʼabʼ ri winaq.	R>umal rech ch>e ri u>moxil ri Dyos are nim r>etaʼmabʼal ch>u>wach ri k>etaʼmabʼal ri winaq, e ri u>tuʼqaril ri Dyos are nim u>chuqʼabʼ ch>u>wach ri ki>chuqʼabʼ ri winaq.
Tijonik	Tijonik
Aretaq chiʼ kel ubʼi ri Jesus chilaʼ, naj kbʼe ubʼik pa ri utinimit ri Tiro e ri Sidon.	Aretaq chiʼ k>el u>bʼi ri Jesus chilaʼ, naj k>bʼe ubʼik pa ri u>tinimit ri Tiro e ri Sidon.
Pa oxqʼij ri Saʼn kbʼe na rukʼ ri ajkun.	Pa oxqʼij ri Saʼn k>bʼe na r>ukʼ ri ajkun.
Jas nu kʼu kuchʼobʼo	Jas nu kʼu k>u>chʼobʼ>o
Qʼän ri	Qʼän ri
we jastaq riʼ chi pa junalik.	we jastaq riʼ chi pa junalik.
jachike ri makaj rumal rech che man kixkojon ta chwech;	jachike ri makaj r>umal rech ch>e man k>ix>kojon ta ch>w>ech;
Chweʼq kujbʼe na pa ri jächʼ.	Chweʼq k>uj>bʼe na pa ri jächʼ.
Xojtzalijik xixeʼqaqʼatuj	X>oj>tzalij>ik x>ix>eʼ>qa>qʼatuj
Are waʼ we jastaq riʼ kemayow rukʼ ri man junam ta qakojonik kukʼ.	Are waʼ we jastaq riʼ k>e>mayow r>ukʼ ri man junam ta qa>kojonik k>ukʼ. 
Ri achi kbʼek pa utuj juyubʼ.	Ri achi k>bʼe>k pa u>tuj juyubʼ.
Xuqʼiʼo na xatatin taj	X>u>qʼiʼ>o na x>at>atin taj
33. Jun chomanik chik chi rajawixik keʼtzijon pa uwiʼ konojel taq ri	33. Jun chomanik chik chi rajawixik k>eʼ>tzijon pa u>wiʼ k>onojel taq ri
Tin Chuta, ubʼiʼ ri tataʼ.	Tin Chuta, u>bʼiʼ ri tataʼ.
Ri sipanik e ri nimalaj utzil chiwech ri ix, rumal ri Dyos Qatat e ri Ajawxel Jesus Kristo.	Ri sipanik e ri nimalaj utzil ch>iw>ech ri ix, r>umal ri Dyos Qa>tat e ri Ajawxel Jesus Kristo.
Nabʼe taqanik (1).	Nabʼe taqanik (1).
Rumal rech che jawiʼ kʼo wi ri jeʼlik imebʼil, xoqujeʼ chilaʼ riʼ kʼo wi ri iwanimaʼ».	R>umal rech ch>e jawiʼ kʼo wi ri jeʼl>ik i>mebʼil, xoqujeʼ chilaʼ riʼ kʼo wi ri iw>animaʼ».
Xineʼwaʼoq	X>in>eʼ>waʼ>oq
Matbʼinik	M>at>bʼin>ik
Utz iwech ix aretaq chiʼ kixyoqʼ rukʼ itzel taq tzij, aretaq chiʼ kixoqataxik, e aretaq chiʼ kbʼix na rukʼ tzijtal ronojel etzalal chiwech rumal wech ri in.	Utz iw>ech ix aretaq chiʼ k>ix>yoqʼ r>ukʼ itzel taq tzij, aretaq chiʼ k>ix>oqata>x>ik, e aretaq chiʼ k>bʼix na r>ukʼ tzijtal r>onojel etzalal ch>iw>ech r>umal w>ech ri in.
Are ri ali xojilow kanoq	Are ri ali x>oj>il>ow kanoq
Kinmeson na.	K>in>meson na.
kʼisbʼal junabʼ kʼolik	kʼisbʼal junabʼ kʼol>ik
Kabʼlajuj Noʼj ubʼiʼ we qʼij kamik.	Kabʼlajuj Noʼj u>bʼiʼ we qʼij kamik.
Kʼax ukemik le pas awumal	Kʼax u>kem>ik le pas aw>umal
¿La katkojon chkech ri eqʼaxal utzij ri Dyos, ajawinel Agripa? Ri in, wetaʼm che ri at katkojon chkech ri eʼareʼ».	¿La k>at>kojon ch>k>ech ri e>qʼaxal u>tzij ri Dyos, ajawinel Agripa? Ri in, w>etaʼm ch>e ri at k>at>kojon ch>k>ech ri eʼareʼ».
Jawi xkibʼij wi chi keʼe wi?	Jawi x>ki>bʼi>j wi chi k>e>ʼe wi?
xane rumal ri areʼ sibʼalaj eʼajjudiʼo kebʼe ubʼik e kekojon chrech ri Jesus.	xane r>umal ri areʼ sibʼalaj eʼ>ajjudiʼo k>e>bʼe ubʼik e k>e>kojon ch>r>ech ri Jesus.
Nabʼe xatopanik.	Nabʼe x>at>opan>ik.
Chkixoʼl ri efariseʼo, kʼo jun achi, Nikodemo ri ubʼiʼ, jun nimalaj winaq kech ri eʼajjudiʼo.	Ch>ki>xoʼl ri e>fariseʼo, kʼo jun achi, Nikodemo ri u>bʼiʼ, jun nimalaj winaq k>ech ri eʼ>ajjudiʼo.
Ri achi man rukʼ ta ri ixoq elenaq wi, xaneʼ are elenaq ri ixoq rukʼ ri achi;	Ri achi man r>ukʼ ta ri ixoq elenaq wi, xaneʼ are elenaq ri ixoq r>ukʼ ri achi;
Jeʼ, tajin kachaponik	Jeʼ, tajin ka>chapon>ik
Xanimaj bʼik ri kuk.	X>animaj bʼi>k ri kuk.
Xinpetik, na xinwil taj	X>in>pet>ik, na x>inw>il taj
Xäq xu wi waʼ kinkowin chech ubʼixik chi we.	Xäq xu wi waʼ k>in>kowin ch>ech u>bʼixik chi we.
Juwinaq oxlajuj qʼataj.	Juwinaq oxlajuj qʼataj.
rumal ri sukʼil, ri noʼjibʼal, ri kochʼonik, ri utzilal pa ri Tyoxlaj Uxlabʼaxel, pa ri qastzij loqʼoqʼebʼal kʼuʼx,	r>umal ri sukʼil, ri noʼjibʼal, ri kochʼonik, ri utzilal pa ri Tyoxlaj Uxlabʼaxel, pa ri qastzij loqʼoqʼebʼal kʼuʼx,
Rumal kʼuwaʼ weriʼ, ri utzij ri Ajawxel kkʼiyik e kʼo sibʼalaj uchuqʼabʼ.	R>umal kʼuwaʼ weriʼ, ri u>tzij ri Ajawxel k>kʼiy>ik e kʼo sibʼalaj u>chuqʼabʼ.
Kʼatekʼut, we areʼ, qetaʼm jawijeʼ kel wi, kʼatekʼuriʼ, ri Kristo, aretaq chiʼ kpetik, man kʼo ta jun winaq riʼ retaʼm jawijeʼ kel wi».	Kʼatekʼut, we areʼ, q>etaʼm jawijeʼ k>el wi, kʼatekʼuriʼ, ri Kristo, aretaq chiʼ k>pet>ik, man kʼo ta jun winaq riʼ r>etaʼm jawijeʼ k>el wi».
rumal rech che ri Dyos man jun Dyos taj rech chʼoʼj, xaneʼ Dyos rech ri jaʼmaril, jacha pa ronojel taq Komon Tyox kech ri eʼutz taq winaq.	r>umal rech ch>e ri Dyos man jun Dyos taj rech chʼoʼj, xaneʼ Dyos rech ri jaʼmaril, jacha pa r>onojel taq Komon Tyox k>ech ri eʼ>utz taq winaq.
Are le ukemik pas xretaʼmaj	Are le u>kem>ik pas x>r>etaʼma>j
Ri unan utat ronojel junabʼ kebʼe pa Jerusalem rumal ri nimaqʼij rech ri Qʼaxebʼal (Paskuʼa).	Ri u>nan u>tat r>onojel junabʼ k>e>bʼe pa Jerusalem r>umal ri nimaqʼij rech ri Qʼaxebʼal (Paskuʼa).
Xojkilo	X>oj>k>il>o
Kinchaʼ uwach le kinäqʼ.	K>in>chaʼ u>wach le kinäqʼ.
Jachin xatqʼalunik?	Jachin x>at>qʼalu>n>ik?
Jachin xtzaqow rech?	Jachin x>tzaq>ow r>ech?
Kʼatekʼuriʼ, man are ta ri uxlabʼal ri kpe nabʼe, xane are nabʼe kpe ri ukʼaslemal ri bʼaqilal chuwachulew, kʼatekʼuriʼ pa ukabʼ kpe ri uxlabʼal.	Kʼatekʼuriʼ, man are ta ri uxlabʼal ri k>pe nabʼe, xane are nabʼe k>pe ri u>kʼaslemal ri bʼaqilal ch>uwachulew, kʼatekʼuriʼ pa ukabʼ k>pe ri uxlabʼal.
Kʼo chʼumil chi uwach ri kaj.	Kʼo chʼumil chi u>wach ri kaj.
Pa ri Areʼ, ri uj kʼo ri qakolotajem rumal ri ukikʼel, kʼo ri sachibʼal makaj pa ri nimalaj usipanik,	Pa ri Areʼ, ri uj kʼo ri qa>kolotajem r>umal ri u>kikʼel, kʼo ri sachibʼal makaj pa ri nimalaj u>sipanik,
Rumal rech, che ri ukʼisbʼalil ri Pixabʼ, are ri Kristo, arech che ri kekojonik kkʼojiʼ ri kisukʼil.	R>umal rech, ch>e ri u>kʼisbʼalil ri Pixabʼ, are ri Kristo, arech ch>e ri k>e>kojon>ik k>kʼojiʼ ri ki>sukʼil.
Ri kʼäj rech kaxlaʼn wa.	Ri kʼäj rech kaxlaʼn wa.
Kʼatekʼuriʼ, ri Jesus kbʼe ubʼi puwiʼ ri juyubʼ Olivo.	Kʼatekʼuriʼ, ri Jesus k>bʼe u>bʼi p>u>wiʼ ri juyubʼ Olivo.
¡E sibʼalaj utz rech ri winaq che man ktzaq ta wumal ri in!».	¡E sibʼalaj utz rech ri winaq ch>e man k>tzaq ta w>umal ri in!».
Kʼo jupuq chij chi uxeʼ ri cheʼ.	Kʼo jupuq chij chi u>xeʼ ri cheʼ.
Qʼeqqʼoj rij ri amaʼ kej.	Qʼeqqʼoj r>ij ri amaʼ kej.
Aretaq chiʼ kqaj ri qʼij, kkʼojiʼ cho ri mexa kukʼ ri ekabʼlajuj.	Aretaq chiʼ k>qaj ri qʼij, k>kʼojiʼ cho ri mexa k>ukʼ ri e>kabʼlajuj.
Jun chi wi ri nuchak.	Jun chi wi ri nu>chak.
Xep Ajpop ubʼiʼ ri tataʼ.	Xep Ajpop u>bʼiʼ ri tataʼ.
Ri areʼ ukʼaxkʼolim chik kukʼ ekʼi eʼajkunanelabʼ. Ri areʼ usachom chik ronojel ri upwaq, kʼatekʼuriʼ, man kʼo ta kutzirik. Xa neʼ nimatajinaq.	Ri areʼ u>kʼaxkʼolim chik k>ukʼ ekʼi eʼ>ajkunanel>abʼ. Ri areʼ u>sachom chik r>onojel ri u>pwaq, kʼatekʼuriʼ, man kʼo ta k>utzirik. Xa neʼ nimatajinaq.
Jas karaj kaʼan	Jas ka>r>aj k>a>ʼan
ri usukʼil ri Dyos are ri kojonik chrech ri Jesus Kristo, chkech konojel ri eʼareʼ che kekojonik –rumal rech che man kʼo ta jalajoj chqaxoʼl.	ri u>sukʼil ri Dyos are ri kojonik ch>r>ech ri Jesus Kristo, ch>k>ech k>onojel ri eʼareʼ ch>e k>e>kojon>ik –r>umal rech ch>e man kʼo ta jalajoj ch>qa>xoʼl.
Are chixchoman chrech ri jastaq che rech chikaj, mixchoman chrech ri jastaq che rech ri uwachulew,	Are ch>ix>choman ch>r>ech ri jastaq ch>e rech chikaj, m>ix>choman ch>r>ech ri jastaq ch>e rech ri uwachulew,
Kinxikʼikʼik xinqʼaxik	K>in>xikʼikʼ>ik x>in>qʼax>ik
«Chel bʼa ikʼuʼx chkech ri winaq, jeʼ jachaʼ kel ukʼuʼx ri atat chkech ri winaq.	«Ch>el bʼa i>kʼuʼx ch>k>ech ri winaq, jeʼ jachaʼ k>el u>kʼuʼx ri a>tat ch>k>ech ri winaq.
Kawaj na katʼe taj	Ka>w>aj na k>at>ʼe taj
Xineʼbʼinoq	X>in>eʼ>bʼin>oq
Xujchap nukkunaxik	X>uj>chap nuk>kuna>x>ik
Teʼk Ixchobʼ ubʼiʼ ri nutat.	Teʼk Ixchobʼ u>bʼiʼ ri nu>tat.
Xinxiʼj wibʼ xinchʼawik	X>in>xiʼj w>ibʼ x>in>chʼaw>ik
Konojel ri siwantinamit ekʼo ukoq chuchiʼ ri ja.	K>onojel ri siwantinamit ekʼo uk>oq ch>u>chiʼ ri ja.
Xepe le winaq xolkikʼamaʼ	X>e>pe le winaq x>ol>ki>kʼam>aʼ
Xinwetaʼmaj chi na katpe taj	X>inw>etaʼma>j chi na k>at>pe taj
kixoʼl.	ki>xoʼl.
Xeʼok ri pokʼ pa ri umexa ri Poʼx.	X>eʼ>ok ri pokʼ pa ri u>mexa ri Poʼx.
Ukabʼ ukakʼal taqanik (22).	Ukabʼ ukakʼal taqanik (22).
Pa ri urox qʼij chi apanoq, kʼo jun kʼulanem pa ri Kana che jun utinimit ri Galileʼa, kʼatekʼuriʼ kʼo ri unan ri Jesus chilaʼ.	Pa ri urox qʼij chi apan>oq, kʼo jun kʼulanem pa ri Kana ch>e jun u>tinimit ri Galileʼa, kʼatekʼuriʼ kʼo ri u>nan ri Jesus chilaʼ.
«Kʼo jun achi che ekʼo kebʼ achijabʼ kʼo kikʼas rukʼ ri areʼ, ri nabʼe jobʼ okʼal denariʼos ri ukʼas, ri jun chik kawinaq lajuj.	«Kʼo jun achi ch>e ekʼo kebʼ achij>abʼ kʼo ki>kʼas r>ukʼ ri areʼ, ri nabʼe jobʼ okʼal denariʼo>s ri u>kʼas, ri jun chik kawinaq lajuj.
kʼatekʼuriʼ, man kʼo ta kichuqʼabʼ chuwach ri unoʼjibʼal e chuwach ri ruxlabʼal ri areʼ.	kʼatekʼuriʼ, man kʼo ta ki>chuqʼabʼ ch>u>wach ri u>noʼjibʼal e ch>u>wach ri r>uxlabʼal ri areʼ.
Luʼs ubʼiʼ ri recham.	Luʼs u>bʼiʼ ri r>echam.
Kajilil ri bʼe.	Ka>jilil ri bʼe.
Are rintat xiʼlowik,	Are r>in>tat x>iʼl>ow>ik,
Kʼatekʼuriʼ, ri sibʼalaj nim chuwach ronojel weriʼ, are riʼ, che ri ix kʼo ri loqʼoqʼebʼal ikʼuʼx; rukʼ weriʼ, kʼo ronojel utzil.	Kʼatekʼuriʼ, ri sibʼalaj nim ch>u>wach r>onojel weriʼ, are riʼ, ch>e ri ix kʼo ri loqʼoqʼebʼal i>kʼuʼx; r>ukʼ weriʼ, kʼo r>onojel utzil.
Säq rij ri plamux.	Säq r>ij ri plamux.
Aretaq chiʼ ri ala kuta we tzij riʼ, kbʼisonik kbʼek rumal rech che ri areʼ kʼo sibʼalaj umebʼil.	Aretaq chiʼ ri ala kut>a we tzij riʼ, k>bʼison>ik k>bʼe>k r>umal rech ch>e ri areʼ kʼo sibʼalaj u>mebʼil.
Kʼatekʼuriʼ, kekanaj jujun taq ikʼ kukʼ ri etijoxelabʼ.	Kʼatekʼuriʼ, k>e>kanaj jujun taq ikʼ k>ukʼ ri e>tijoxel>abʼ.
Uwajxaqlajuj taqanik (18).	Uwajxaqlajuj taqanik (18).
Kʼatekʼuriʼ, wetaʼm, che we achi riʼ –pa ubʼaqil on man pa ubʼaqil taj, are ri Dyos retaʼm waʼ weriʼ–	Kʼatekʼuriʼ, w>etaʼm, ch>e we achi riʼ –pa u>bʼaqil on man pa u>bʼaqil taj, are ri Dyos r>etaʼm waʼ weriʼ–
uchomanik jachin kakʼamow bʼe ri ubʼixik kabʼanik jachin ri kok che	u>chomanik jachin ka>kʼamow bʼe ri u>bʼixik ka>bʼan>ik jachin ri k>ok ch>e
Chi uxeʼ ri mexa kʼo wi ri chʼo.	Chi u>xeʼ ri mexa kʼo wi ri chʼo.
Ri a Kel kʼo che ajpatan.	Ri a K>el kʼo ch>e ajpatan.
pa ri qʼatbʼaltzij xuqujeʼ.	pa ri qʼatbʼaltzij xuqujeʼ.
Na xinnabʼej ta chutasik qakʼolibʼal	Na x>in>nabʼej ta ch>u>tas>ik qa>kʼolibʼal
Arechiʼ xopan ri wajxaqibʼ qʼij kebʼek arech kpusik ri uwiʼ ukowil ubʼaqil ri alaj ala. Kʼatekʼuriʼ are kkaj che Sakariʼas ri ubʼiʼ areʼ kkojik, jeʼ jas ri ubʼiʼ ri utat.	Arechiʼ x>opan ri wajxaqibʼ qʼij k>e>bʼe>k arech k>pus>ik ri u>wiʼ u>kowil u>bʼaqil ri alaj ala. Kʼatekʼuriʼ are k>kaj ch>e Sakariʼas ri u>bʼiʼ areʼ k>kojik, jeʼ jas ri u>bʼiʼ ri u>tat.
Aretaq chiʼ kqaj ri qʼij, kkʼam ubʼi chrech konojel ri eyawabʼibʼ, xoqujeʼ ri winaq che echapom rumal ri itzel uxlabʼal.	Aretaq chiʼ k>qaj ri qʼij, k>kʼam u>bʼi ch>r>ech k>onojel ri e>yawabʼ>ibʼ, xoqujeʼ ri winaq ch>e e>chapom r>umal ri itzel uxlabʼal.
Na kikityoxij ta chi kan kiwa	Na ki>ki>tyoxi>j ta chi kan ki>wa
Kawinaq kabʼlajuj qʼataj.	Kawinaq kabʼlajuj qʼataj.
Ri ulaʼnem xa rumal rech ri ali kbʼanik.	Ri ulaʼnem xa r>umal rech ri ali k>bʼan>ik.
Xoqujeʼ ksikʼix ri Jesus kukʼ ri eʼutijoxelabʼ.	Xoqujeʼ k>sikʼix ri Jesus k>ukʼ ri eʼ>u>tijoxel>abʼ.
20-29 kijunabʼ	20-29 ki>junabʼ
Kʼatekʼut, ri uj kʼo ri qakojonik rukʼ ri jun uxlabʼal riʼ jeʼ jas ri tzʼibʼatalik: Ri in xinkojonik e rumal kʼuriʼ xinchʼawik, xoqujeʼ ri uj kujkojonik e rumal na kʼuriʼ kujchʼawik,	Kʼatekʼut, ri uj kʼo ri qa>kojonik r>ukʼ ri jun uxlabʼal riʼ jeʼ jas ri tzʼibʼatalik: Ri in x>in>kojon>ik e r>umal kʼuriʼ x>in>chʼaw>ik, xoqujeʼ ri uj k>uj>kojon>ik e r>umal na kʼuriʼ k>uj>chʼaw>ik,
chiwech ri ix, ri nimalaj utzil e nimalaj loqʼoqʼebʼal kʼuʼx.	ch>iw>ech ri ix, ri nimalaj utzil e nimalaj loqʼoqʼebʼal kʼuʼx.
Nimanel ri akʼal Xwan.	Nimanel ri akʼal Xwan.
Ponopik ri a Kuʼ.	Ponopik ri a Kuʼ.
xoqujeʼ bʼaʼ ri ix chixkiʼkot bʼaʼ e chixjaʼjatoq wukʼ ri in.	xoqujeʼ bʼaʼ ri ix ch>ix>kiʼkot bʼaʼ e ch>ix>jaʼjat>oq w>ukʼ ri in.
Ri achalal junam kiwach.	Ri achalal junam ki>wach.
Kʼatekʼuriʼ, man naj ta riʼ kibʼe wi, rumal rech che ri kimoxil kqʼalajisaxik riʼ chkiwach nimalaj konojel, jacha xqʼalajisaxik ri kimoxil ri ekebʼ kanoq riʼ.	Kʼatekʼuriʼ, man naj ta riʼ ki>bʼe wi, r>umal rech ch>e ri ki>moxil k>qʼalajisa>x>ik riʼ ch>ki>wach nimalaj k>onojel, jacha x>qʼalajisa>x>ik ri ki>moxil ri e>kebʼ kan>oq riʼ.
Ri jun che man retaʼm ta uwach ri Kʼojolxel xoqujeʼ man retaʼm ta uwach riʼ ri Tatxel. Ri jun che retaʼm uwach ri Kʼojolxel xoqujeʼ retaʼm uwach ri Tatxel.	Ri jun ch>e man r>etaʼm ta u>wach ri Kʼojolxel xoqujeʼ man r>etaʼm ta u>wach riʼ ri Tatxel. Ri jun ch>e r>etaʼm u>wach ri Kʼojolxel xoqujeʼ r>etaʼm u>wach ri Tatxel.
We tzij riʼ xbʼe utzijoxik pa ri Judeʼa e pa taq ri nikʼaj amaqʼ chik che naqaj ekʼo wi.	We tzij riʼ x>bʼe u>tzijoxik pa ri Judeʼa e pa taq ri nikʼaj amaqʼ chik ch>e naqaj ekʼo wi.
Uwaq taqanik (6).	Uwaq taqanik (6).
Pa ri umajibʼal, ri areʼ kʼo rukʼ ri Dyos.	Pa ri u>majibʼal, ri areʼ kʼo r>ukʼ ri Dyos.
Ix wachalal; man are ta kiwil ri uwach ri winaq che kʼo pa ri ikojonik chrij ri Ajawxel Jesus Kristo che nimalaj uqʼijil.	Ix w>achalal; man are ta ki>wil ri u>wach ri winaq ch>e kʼo pa ri i>kojonik ch>r>ij ri Ajawxel Jesus Kristo ch>e nimalaj u>qʼijil.
kabʼix ri qas are ukolomal, ubʼe chi ke ri winaq.	ka>bʼix ri qas are u>kolomal, u>bʼe chi k>e ri winaq.
Le ukemik le pas kʼax chawe	Le u>kem>ik le pas kʼax ch>aw>e
keʼpe chʼaqap.	k>eʼ>pe chʼaqap.
Kʼo chi wachiʼl chanim.	Kʼo chi w>achiʼl chanim.
Pilonel uchak, ri a Tun.	Pilonel u>chak, ri a Tun.
Ri ajtij, kyajon chi kech ri akʼalabʼ.	Ri ajtij, k>yajon chi k>ech ri akʼal>abʼ.
Jachin xawilo chi are xtijow	Jachin x>aw>il>o chi are x>tij>ow
Kʼatekʼut, aretaq chiʼ xopan ri kojonik, ri uj ma uj kʼo ta chi chuxeʼ jun ajtij chik.	Kʼatekʼut, aretaq chiʼ x>opan ri kojonik, ri uj ma uj kʼo ta chi ch>u>xeʼ jun ajtij chik.
E bʼa xincha che areʼ chiʼ xinbʼek.	E bʼa x>in>cha ch>e areʼ chiʼ x>in>bʼe>k.
Käq ubʼaqʼ le turaʼs.	Käq u>bʼaqʼ le turaʼs.
Saqʼor che ri uchak ri achi.	Saqʼor ch>e ri u>chak ri achi.
Ri ruq numiʼal xelaqʼaxik.	Ri r>uq nu>miʼal x>elaqʼa>x>ik.
Ajwaral ri tataʼ Kux.	Ajwaral ri tataʼ Kux.
Jas xkiyako xata?	Jas x>ki>yak>o x>a>ta?
Chbʼana oxibʼ tʼoytʼik che le kʼaj.	Ch>bʼan>a oxibʼ tʼoytʼik ch>e le kʼ>aj.
Je la leʼ ri nupwiʼ.	Je la leʼ ri nu>pwiʼ.
Kinchakunik rech kinwaʼik	K>in>chakun>ik r>ech k>in>waʼ>ik
«¿Su kawaj Jesus at ajnasaret? ¿La xatpetik arech kakʼis tzij paqawiʼ ri uj? Ri in wetaʼm, at jachin ri at, at ri tyoxlaj abʼantajik at rech ri Dyos».	«¿Su k>awaj Jesus at ajnasaret? ¿La x>at>pet>ik arech ka>kʼis tzij pa>qa>wiʼ ri uj? Ri in w>etaʼm, at jachin ri at, at ri tyoxlaj a>bʼantajik at rech ri Dyos».
arech ri ikojonik, kʼo ri utikbʼalil puwiʼ ri uchuqʼabʼ ri Dyos e man puwiʼ ta ri ketaʼmabʼal ri ewinaq.	arech ri i>kojonik, kʼo ri u>tikbʼalil p>u>wiʼ ri u>chuqʼabʼ ri Dyos e man p>u>wiʼ ta ri k>etaʼmabʼal ri e>winaq.
Kok pa ri Jeriko, kqʼax pa ri tinamit.	K>ok pa ri Jeriko, k>qʼax pa ri tinamit.
Ajxik chʼichʼ ri Luʼs.	Ajxik chʼichʼ ri Luʼs.
